url	title_id	rating	text
/m/the_capote_tapes	34865a7b-6d05-4138-8966-369463ad71f4	4	Flamboyant, openly gay author Truman Capote may not have been especially prolific, but he wrote several noteworthy, well-respected works. However, when excerpts of what was supposed to be his crowning achievement – the novel Answered Prayers about the dirty little secrets of New York high society based on the lives of a number of his "friends" – he became a pariah of sorts, losing contact with many of those close to him and triggering a speedy downward spiral in his health and well-being. In this new documentary, excerpts of recorded interviews with many of his friends and colleagues and new interviews with those who knew him and studied his work shed light on the enigmatic icon, his life and his writing, particularly with regard to his final and unfinished work. Included are archive segments featuring Lauren Bacall, Candice Bergen, George Plimpton, Norman Mailer, Lee Radziwill, Harper Lee, William F. Buckley and Capote's partner Jack Dunphy, along with new conversations with author Jay McInerney, journalist Sally Quinn, Vogue editor André Leon Talley and talk show host Dick Cavett, among others. Director Ebs Burnough's debut feature presents a captivating look at a talented, troubled and towering figure.
/m/blizzard_of_souls	3abdb18e-61ea-42bd-ba7f-35872557d02c	5	Quite exceptional, Even if the geopolitical side is little put forward, Blizzard of Souls exudes in an apparent simplicity a very great human force and brings its reflection on the absurdity of the war machine
/m/blizzard_of_souls	3abdb18e-61ea-42bd-ba7f-35872557d02c	3.5	A decent enough war movie that touches on all the inherent cliches.   Worth watching if for no other reason than there are so few WWI movies centered on the eastern front.
/m/blizzard_of_souls	3abdb18e-61ea-42bd-ba7f-35872557d02c	5	A cinematic masterpiece and the Oscar submission from the Baltic nation of Latvia, Blizzard of Souls will take you through a rollercoaster of emotions while providing you with a thorough history lesson! With echoes of 1917, Blizzard of Souls has masterful editing and cinematography, incredible sets and locations, and a talented cast, but falls a bit short on explaining major events in the First World War.   KULTFILMA took inspiration from true events and the novel by Grins to create Blizzard of Souls, which follows a teenage boy named Arturs Vanags in Russian-controlled Latvia (around the 1910s). Arturs' father was a highly decorated commander of a regiment of the Latvian army, and his brother Edgars is focused on carrying on that legacy. He's not exactly a fighter, but when his mother is killed by the Germans, Arturs, his brother, and his father conscript in the national Latvian Riflemen battalions of the Imperial Russian army in hopes of getting revenge and finding glory. He experiences many loves and losses in battle, after which he, among other soldiers, grows weary of the Tsarist cause and feels forgotten. Arturs must decide whether to stay with his regiment or defect and join his comrades in fighting the Latvian War of Independence and start his life all over again. As you can see, there's a lot happening in the film, and it's an intriguing plotline. Though I am a history buff, I'm not at the top of my game when it comes to Latvian war history, so I was really hoping for some time or battle markers; all of the battles seemed to blend together, save for the final conflict Arturs is involved in - the Battle of Cesis.   The cast and crew shine in this Baltic beauty. Oto Brantevics and Raimonds Celms play the brothers Vanags, with Oto as Arturs and Raimonds as Edgars. Raimond is a more experienced actor, but Oto really shines in his performance, with perfectly toned emotions and dialogue. Their on-screen father is played by Martins Vilsons, whose cerebral, tough personality gives way (at the perfect time) to paternal love. And the Vanags' friends in the film, Mikelsons and Konrads, are played by Jēkabs Reinis and Gatis Gaga, who excel in their supporting roles with pointed humor and emulating the characters' focused, yet free personalities. Behind the scenes, Dzintars Dreibergs directed the film meticulously, with a keen eye on historical accuracy and believability. The music in the film, which majestically introduces and drives the action in each scene, was composed by Lolita Ritmanis. The soundtrack is definitely one of my favorite parts of the film. Another beautiful element of Blizzard of Souls is the cinematography by Valdis Celmiņš; viewers can tell that each shot was thoughtfully planned out. There is a large part of one battle sequence that was shot and edited in one take, which really helps the speed of the film.   The message of Blizzard of Souls is one of growth; Arturs grows from a young boy to a mature hero throughout this film and has to make many tough decisions along the way. It's a positive and relatable message, as we all grow as people throughout our lives. There are some scenes for parents to watch out for though; there's a lot of blood and gore, some nudity and profanity (given the culture of trench warfare).   I give Blizzard of Souls 5 stars out of 5 and recommend it for ages 14 to 18. Adults will enjoy this film as well.
/m/blizzard_of_souls	3abdb18e-61ea-42bd-ba7f-35872557d02c	5	Amazing! So personal and respectful war story. Just must see! If this is not getting Oscars then I dont know movies.
/m/beans_2021	d6f76647-7cf1-35b9-bd4e-ef5485113c87	5	Amazing writing and acting especially by the young woman playing Beans.
/m/the_estate_2021	5ef6747e-ee54-48cc-b8b2-7e155e66e56e	1	Amateurish and filled with reality show characters you wouldn't want to spend a minute with.
/m/the_estate_2021	5ef6747e-ee54-48cc-b8b2-7e155e66e56e	3.5	Some great laugh out loud moments to be had from this camp, crime caper. It's silly, it's saucy, it's good fun.
/m/the_estate_2021	5ef6747e-ee54-48cc-b8b2-7e155e66e56e	5	Campy, fun, witty, and sexy! Baker is magnetic, the lines are laugh out loud funny, and it doesn't take itself too seriously, which is makes it all the more compelling and refreshing to watch. Had so much fun watching it!
/m/the_estate_2021	5ef6747e-ee54-48cc-b8b2-7e155e66e56e	4	Delicious! Unflinching and fresh, with full-throttle performances by the cast, and propelled by a witty, smart script. This was a lot of fun and a standout from the pack.
/m/the_estate_2021	5ef6747e-ee54-48cc-b8b2-7e155e66e56e	4	If you like a good campy movie - look no further! I loved seeing Chris Baker (who also wrote the film) in the starring role. Multi-talented and so fun. The story itself had a crazy twist I didn't see coming so that's always a welcome surprise when I'm having fun cackling at funny lines and gorgeous people. Eliza Coupe is always brilliant in whatever she does, comedy queen. I caught it via Vudu which was so easy and accessible (and closed captioned too!)
/m/the_estate_2021	5ef6747e-ee54-48cc-b8b2-7e155e66e56e	5	I really loved this movie. It really surprised me! It was so much fun to watch, really bold and splashy, laugh-out-loud funny, and supremely entertaining. And truly unique -- I can't say that I've ever seen a film quite like it before. Ryan Murphy could never! I devoured The Estate, and then I watched it again. Recommend you do the same!
/m/the_estate_2021	5ef6747e-ee54-48cc-b8b2-7e155e66e56e	5	I saw this film in theaters. New York Matinee called it a playful, but mysterious little dish. You'll love it.
/m/the_estate_2021	5ef6747e-ee54-48cc-b8b2-7e155e66e56e	5	Saw the movie on demand and loved it! The characters hilariously evil and real. Eliza Coupe and Chris Baker are incredible.
/m/the_estate_2021	5ef6747e-ee54-48cc-b8b2-7e155e66e56e	5	I saw The Estate in theaters and it was amazing! It had just the right mix of comedy, suspense, and horror. I never knew what was coming next. The actors were so matched to their roles and really gave you a sense of their characters, their desires, and who they were right from the start. I couldn't recommend it enough, a must-see!
/m/knocking_2021	b0ae31e6-dbf5-47e6-a439-0b4c24e25c78	4.5	It's a slow-burn, but I love that kind of atmospheric insidiousness, and this nails that.
/m/knocking_2021	b0ae31e6-dbf5-47e6-a439-0b4c24e25c78	3.5	Whilst Knocking's vessel for horror is in its psychological presence of grief, which will surely not be for everyone's pallet; it is still a traumatic and effective portrayal in paranoia and trauma with a lingering eeriness. It's a smart and discomforting experience, one you can't knock until you try it.
/m/bergman_island_2021	a98891f1-6003-476d-a939-9e02042ae275	3	Beautiful setting and a story that only gets interesting when Mia gets on the screen. You will need patience to watch it. Sometimes the movie gets boring but then it gets beautiful again.
/m/bergman_island_2021	a98891f1-6003-476d-a939-9e02042ae275	1.5	Boring pretentious claptrap that makes Bergman films look scintillating. Don't waste your time. The scenery is the best thing.
/m/bergman_island_2021	a98891f1-6003-476d-a939-9e02042ae275	4	Bergman Island is a fascinating meta drama. Vicky Krieps and Tim Roth were both great. The standout has gotta be Mia Wasikowska. She was excellent, and delivered a truly memorable performance. The screenplay was a highlight. I liked the Ingmar Bergman references (which there were probably many I didn’t get), and I loved the film within the film. Everything involving Wasikowska worked wonders with me. All of the other stuff was still great though. Overall, I had a great time with this. This was my first film from Mia Hansen-Løve and I hope to see more in the future.
/m/the_blazing_world_2021	7dc3118a-dc5e-44be-b993-a7fdab3475a7	3	Visually stunning with a great eery score . As far as a directorial debut I think Carlson has an incredible career ahead of herself . 3/5
/m/the_blazing_world_2021	7dc3118a-dc5e-44be-b993-a7fdab3475a7	3.5	Films like this are for a select niche group movie-goers.  I love these psychological plots. The sound, colors, the art and the metaphoric symbolism were decent in it.  The story i had to watch twice though to really grasp. Story is decent but I've seen better. You'll either enjoy it or You'll hate it.   Its a select genre.
/m/the_blazing_world_2021	7dc3118a-dc5e-44be-b993-a7fdab3475a7	4.5	5 stars for originality , style and atmosphere. Though not quite there, Young has all the makings of a modern horror maestro, a la Peele. This almost felt like it could have been the 5th season of Channel Zero (a good thing). This is a very original script and I cannot wait to see what comes out of her mind in the future.
/m/broadcast_signal_intrusion	3163a3cf-148c-3303-8a70-551f648cf9f3	0.5	One of the worst written movie scripts ever. It had such potential, but none of it flowed in the end. It was more horror than suspense. I'm so glad we streamed for free!
/m/broadcast_signal_intrusion	3163a3cf-148c-3303-8a70-551f648cf9f3	3	3.0. A nice little hacker noir
/m/the_spine_of_night	f00f8c04-f1e5-4b97-8474-869760157866	3.5	an original story well executed
/m/the_spine_of_night	f00f8c04-f1e5-4b97-8474-869760157866	5	Trippy, bloody, and completely mind blowing fantasy. Loved it
/m/the_spine_of_night	f00f8c04-f1e5-4b97-8474-869760157866	5	Unhinged? Sure. Non-linear? Yes. But unlike any movie that’s going to be in theaters this year, or maybe any year! Do yourself a favor and if you’ve been complaining about how all movies are the same these days…go see this. A wicked meditation on knowledge, power, psychedelics, and nihilism, all while also being what the New York Times described as “mostly a history of disembowelment.” I know that was supposed to be a bad review, but honestly it just made me want to see it! The movie plays out as interlinked short stories over…mostly hundreds of years? With one mythological flashback. I found that segment, the ur-mythical killing of the gods to be particularly powerful and visually compelling, and it just paired perfectly with Richard Grant’s arch reading. Beautiful. If for nothing else, go see it for that segment alone.
/m/the_spine_of_night	f00f8c04-f1e5-4b97-8474-869760157866	5	Obviously, I think it's extremely rad.
/m/the_spine_of_night	f00f8c04-f1e5-4b97-8474-869760157866	2.5	I appreciate it on some level, but it's a "miss" and disappointment since I actually had some expectations. They nailed the animation style, and the story was "ok", just "ok"... but the characters and style choices were just not "cool", and for a movie like this the "cool" factor needs be high and it just wasn't there. If anything I'd call it "weak" and at times just "lame". Pretty disappointing. Oh well... can always watch Wizards, Fire & Ice, LoTR if I want the "real" thing.
/m/the_spine_of_night	f00f8c04-f1e5-4b97-8474-869760157866	3	It aspires to the greatness of Heavy Metal and Fire & Ice, but comes up short in both cases. The rotoscope is weak, the story slow and meandering, and ultimately it adds very little to the world of fantasy animation.
/m/the_beta_test	a42cecf3-f6bd-4a69-ad3b-2e04996cbc23	1	Jim Cummings just seems like a studio assistant who wants to be an actor but really shouldn't, no.
/m/the_beta_test	a42cecf3-f6bd-4a69-ad3b-2e04996cbc23	1.5	Why is this so highly rated? It looked and felt like a student film. Super disappointing.
/m/the_beta_test	a42cecf3-f6bd-4a69-ad3b-2e04996cbc23	5	Jimmy C is amazing, story and cast are amazing. Just go watch and see
/m/the_beta_test	a42cecf3-f6bd-4a69-ad3b-2e04996cbc23	4	The Beta Test is a captivating satirical thriller. I’ve been a big fan of Jim Cummings with Thunder Road and The Wolf of Snow Hollow. And I’m glad to say his hot streak continues. Acting wise he was great yet again. He collaborates with PJ McCabe for directing and writing duties, and they both kill it. The comedy works and the mystery is engrossing. The film hooks you right from the start and consistently keeps you engaged. Overall, I had a great time with this. Jim Cummings continues to be one of the top indie directors out there, and I look forward to whatever his next film is.
/m/the_beta_test	a42cecf3-f6bd-4a69-ad3b-2e04996cbc23	2.5	The message this movie is trying to tell by vilifying and make you scared about sharing your personal information on the internet, fell completely flat, the message not the movie, the movie is interesting, the most unsettling part of the movie is the main character himself and the creatures that inhabits, to be fair our world, but not to the extent it is portrayed in the movie, also ever heard of Tinder.
/m/the_beta_test	a42cecf3-f6bd-4a69-ad3b-2e04996cbc23	5	Wow. Just Wow. Chilling social commentary and a stunning performance by Jim Cummings, who, I just found out, also co-wrote and directed.
/m/the_beta_test	a42cecf3-f6bd-4a69-ad3b-2e04996cbc23	0.5	a total waste of time.  ending did not help an awful story.  i  did not find it funny, just boring.    in short,  i did not like it,  story make no sense.
/m/tango_shalom	dab2d73e-0835-4932-b0c9-4bd3b7ae292e	4	This movie has an incredible amount of heart... it shows the similarity between the world's top religions as well as showing the importance of following your Dreams, and finding a way to have them come true against all odds!  A truly enjoyable movie for anyone who wants an affirmation that there it still good and love in the world. Don't miss "Tango Shalom", You owe it to yourself to see this movie !!!
/m/tango_shalom	dab2d73e-0835-4932-b0c9-4bd3b7ae292e	5	I Haven't been to the movies in a very long time and what a great movie to get me going back. "Tango Shalom" is hilariously funny with an array of loveable characters. I love Renee Taylor from the "Nanny" making me laugh every moment she is on the screen and Karina Smirnoff of "Dancing With the Stars" for her dazzling dancing and lovely acting ability. Jos Laniado was excellent in his lead role. I loved them all. This movie also proved you can make a great entertaining movie without violence or vulgar language. Go see it!!! you won't be sorry.
/m/tango_shalom	dab2d73e-0835-4932-b0c9-4bd3b7ae292e	5	This movie surprised me. It was so much more than I expected. I am not Jewish. I don't watch Dancing With The Stars. But I loved this movie. The cast was superb and the movie held my attention from beginning to end. If you are looking for a great story with a good amount of laughs, this is the movie to see. I could mention the cast one by one but they were all terrific. However, as a fan of The Nanny, I am going to single out Renee Taylor. She was hilarious throughout the entire film. I highly recommend this movie. You will not be disappointed !
/m/tango_shalom	dab2d73e-0835-4932-b0c9-4bd3b7ae292e	5	Tango Shalom is just what the doctor ordered, a light hearted movie  with a great story that brings people together instead of dividing them.
/m/tango_shalom	dab2d73e-0835-4932-b0c9-4bd3b7ae292e	5	Refreshingly entertaining, original storyline, great cast with some wonderful recognizable faces such as Renée Taylor, Joe Bologna and Lainie Kazan. And for those of you who are "Dancing with the Stars" fans, Karina Smirnoff has one of the lead roles and is sizzling. I believe people from all walks of life will enjoy this film. Along with many hilarious and touching moments, it has a beautiful message, and the dance contest at the end will have you at the edge of your seat. We need more movies like this!!!!!
/m/tango_shalom	dab2d73e-0835-4932-b0c9-4bd3b7ae292e	5	I thought the film overall was inspiring and I love the message that you can always find a way to do what you love without having to lose who you are. The balloon dance was so thrilling!!
/m/tango_shalom	dab2d73e-0835-4932-b0c9-4bd3b7ae292e	5	We loved this movie.  It reminded us of the way we grew up, the expressions, as well as relevant to todays world.  We recommend this to everyone!!!
/m/tango_shalom	dab2d73e-0835-4932-b0c9-4bd3b7ae292e	4.5	I thought this movie made some great points about religious differences and that maybe there are only cultural differences.  The actors and actresses were outstanding in their performances.  Most New Yorkers would recognize 90% of the Yiddish used.  The concept of using a balloon to keep the dancers separated was absolutely brilliant.  I thoroughly enjoyed it and would even go to see it again!
/m/tango_shalom	dab2d73e-0835-4932-b0c9-4bd3b7ae292e	5	I loved this movie so much ! I loved all the performances- they were full of Heart and fun and passion! It made me so happy I just sat in the theater and never wanted to leave! For me this is why we go to the theatre and see a movie - it was sheer divinity- and perfect in every way! Loved it ! Congratulations to everyone invoked in making this 💎 gem! Bravo!!!
/m/tango_shalom	dab2d73e-0835-4932-b0c9-4bd3b7ae292e	4	Very adorable movie. Great plot line. I would have liked more show of dancing between the Rabbi and the Karina. It only showed parts of footwork and body lines. Otherwise, I enjoyed the movie very much.
/m/mark_mary_and_some_other_people	0f2a8ce6-4d56-443c-9b47-d3d8892c5a11	2	Mark, Mary & Some Other People should have left the second half of its title away from its plot, because where the first half of the movie generally has some charm and energy, when everything gets shaken up it falls flat on its face. When the character´s of the movie don´t find the relationship interesting enough to care more for each other, why should the viewer thinks otherwise ?
/m/after_we_fell	f854e7c0-1580-351e-8304-39d9fe5c1491	2	It was depressing and boring watching the same old same old. it wasn't until the very end when I started getting interesting
/m/after_we_fell	f854e7c0-1580-351e-8304-39d9fe5c1491	1.5	Really disappointed that a film/book series with so many followers would have so many actor changes. Hero and Josephine have zero chemistry in this film. This film should have been at least 2 hours. It was rushed and jumbled up and didn't make any sense. Very disappointed with this.
/m/after_we_fell	f854e7c0-1580-351e-8304-39d9fe5c1491	0.5	After We Fell shows the subtle art of boring audiences worldwide while bringing absolutely nothing new to the table, making for a new low in the already comicly bad After franchise. Props to Langford and Fiennes-Tiffin for being able to hold back their laughter throughout their idiotic dialogues.
/m/after_we_fell	f854e7c0-1580-351e-8304-39d9fe5c1491	0.5	Very cliche and cringey. Like reallyyyyyyyy cringey. I laughed when I shouldn't off
/m/after_we_fell	f854e7c0-1580-351e-8304-39d9fe5c1491	0.5	I swear as the series goes on, the movies get more boring and dull. If you read the books and enjoy them, just stick to the books; the movies don't do them nearly enough justice. 😕
/m/after_we_fell	f854e7c0-1580-351e-8304-39d9fe5c1491	2.5	Definitely see this as a joining movie for the last one to come. So many good scenes from the books that were skipped out and I feel it was a very flat movie lacking in music and dialogue. It wasn't terrible but it could have been better. Nothing against the two main actors/actresses.
/m/after_we_fell	f854e7c0-1580-351e-8304-39d9fe5c1491	1.5	I understand that story lines have to be altered when filming a movie from a book, but to remove key points in the story line, and end the movie for people who have read the books, with the complete opposite of what actually happens, I feel is actually an insult to Anna Todd. There was no kissy make up in the streets of London, Tessa left, without Hardin in the real story. Where is Zed? He was an integral part of this story line. Where is Lilian's Family? Lilian meets Hardin for the First time, they weren't "Friends". I had High hopes for this third installment of the After Series, but this was an absolute let down. Plus the R rated scenes are abysmal. Yeah the idea is raunchy, but there is really no substance to those scenes which are an integral part of the story line. Highly disappointed with the Gym scene, if I'm being honest. If Series could be made instead of Movies which drastically alter the  story line to make up their own PG, Family friendly story lines, then I think these Books to Screen adaptations would be a lot better received.
/m/after_we_fell	f854e7c0-1580-351e-8304-39d9fe5c1491	0.5	(WARNING SPOLIERS FROM THE BOOKS)  Terrible movie. The writers and director said the third movie was true to the books which is a lie. The third book was SO good but they left almost everything out of it and the stuff that was in the movie was wrong and didn't match the book at all. They left out how Tessa was seeing Zed. After running into her father in the second movie she starts to build a relationship with him before she moves to Seattle. After that he shows up to Hardin's apartment sick from detoxing and Hardin takes care of him while he is getting sober. Then one of his drug dealers shows up demanding money from Tessa's father but he doesn't have it so Hardin has to give him his watch that his Father got him for Christmas. After Tessa finds out she could never have children of her own she gets drunk one night and calls Hardin and is a mess and Hardin gets so scared he is rushing up there crying to make sure she doesn't hurt herself because Kimberly and Vance isn't home with her and he can't get ahold of Tessa. There is also alot more sex between the two of them and the hot tub scene isn't like that they are alone because everyone went up the road to Hardin's father friends cabin so Hardin has to talk Tessa into getting into the hot tub nude then half way into having sex Hardin freaks out because he doesn't have a condom on and flips out on Tessa and accuses her of trying to trap him. There is also a part where Tessa gets roofied at her going away party and almost gets raped and Zed takes her to her mother's house which isn't in the movies either because they left everyone else out of the movies but Tessa Hardin the main characters and a few of their friends and family. There is so much more to the books they left out. The scene where Hardin learns about who his real father is that isn't how it is in the books either all completely wrong and Tessa and Hardin DEFINITELY DO NOT find each other afterwards in the middle of the dang road. All of this is absolutely trash. They should just fire all the cast but the actors who play Hardin and Tessa and start from the beginning instead of what they have been doing and just throwing scenes together that don't even go together at all. I'm sure alot of the After true fans of the books feel the same way.
/m/after_we_fell	f854e7c0-1580-351e-8304-39d9fe5c1491	3.5	It's now fully a series and worth following!
/m/after_we_fell	f854e7c0-1580-351e-8304-39d9fe5c1491	0.5	10 minutes into this movie and I am already annoyed. I was deeply invested in this book series and really loved it. The first movie was actually quite great. Moving into the second and third movie I hate the inconsistency of characters. Every movie the main characters are different and many key details are missed or changed. Disappointed
/m/finding_kendrick_johnson	882482d6-9513-37c0-866e-b51566d381f0	5	One of the most tragic, heartbreaking stories of our time. The amount of coverups within the GBI, FBI, and justice system is beyond words. This is a must-watch for everyone. #JusticeforKendrickJohnson
/m/snakehead	0cba338e-ab80-36db-9e20-c25b98e47bae	3	Nothing fresh here if you are familiar with Hong Kong's gangster tribe movie, they just talk English craps only in a foreign land. Most Chinese knows well what the name means
/m/snakehead	0cba338e-ab80-36db-9e20-c25b98e47bae	5	Amazing visual storytelling, riveting performances, and an immediately identifiable soundtrack!
/m/snakehead	0cba338e-ab80-36db-9e20-c25b98e47bae	5	Scorsese early-career film with an Asian-American female hero. Watching this film I couldn't help but feel like it's an instant cult classic. Mesmerizing visuals and incredible performances by Shuya Chang and Jade Wu. Wow.
/m/snakehead	0cba338e-ab80-36db-9e20-c25b98e47bae	5	A meditation on survival in America for some who seek a better life and the price they must pay. Proud to see Asian American filmmakers finally be recognized. The cinematography allowed me to feel the empathy that one had to go through living in the dark side.
/m/snakehead	0cba338e-ab80-36db-9e20-c25b98e47bae	5	Beautiful cinematography and story. The director Evan Jackson Leongs passion is really translated in every shot
/m/joy_ride_2021	fdd3ceb2-c23c-4d12-a6b6-f7d53ac91e01	5	Incredibly funny and heartwarming.
/m/joy_ride_2021	fdd3ceb2-c23c-4d12-a6b6-f7d53ac91e01	5	Dana and Bobcat masterfully weave the past, the present and the crazy in a delightful way. I was lucky enough to see the original show at Largo and now again to see them present it at Largo. The crowd roared with laughter at the movie as did I. A really fun ride, full of joy and also very touching. A++++
/m/warning_2021	23ea7b85-3622-3630-9be2-53c3316afe36	1.5	Small ideas, limited execution
/m/warning_2021	23ea7b85-3622-3630-9be2-53c3316afe36	2	As has already been said several times, it's a compilation of 'Black Mirror' type shorts.  Some are insightful. Some are terrible. None are great. The only thread tying them all together is a silly astronaut that deserved to die by spacewalking without being anchored or tethered to what he was working on and is blown free of his grip by an unknown force.  He floats and bitches to God for his bad luck and slow death while watching as a mysterious lightning-lit "space cloud" slowly approaches earth.  Painfully serving as an apparition of destruction of ourselves as it releases several comets/asteroids from its mist. The reason or method why is up to the audience to figure out.
/m/warning_2021	23ea7b85-3622-3630-9be2-53c3316afe36	5	Intense sci-fi thriller with a lot to offer the audiences. They got the right people for the film which is a good thing and that ending caught me of guard. I'm usually good at predicting what might happen next in movies but this one has plenty of plot twists you would not expect. There's many stories in this film so pay attention or you might have to watch it the second time - perfectly crafted in my opinion.
/m/warning_2021	23ea7b85-3622-3630-9be2-53c3316afe36	4	A refreshing change from typical sci-fi with this arthouse science fiction film. I wanted to like it more, but the writing by the three writers was muddled, convoluted, not cohesive enough, and had plot and technical issues. The concept of the film was refreshingly unique - sort of an intertwining of a bunch of Black Mirror episodes. I'm not sure if the stories were split amongst the writers, but I felt some were much better than others. Even the intertwining of the stories could've been executed much better.  However, Agata Alexander's directing and camera work was excellent. She captured the real essence of many scenes with her exceptional choice of shots and angles. The cinematography was spot-on, and the casting and performances were on point. Many of the sets were amazing and showed a decent variety of class vs technology. The 85 min runtime and pacing were proper, but I would've liked another 15-20 mins added to elevate some of the stories and their characters - this coming from someone who is not a fan of anything longer than 90 mins.  Nevertheless I still enjoyed this untypical sci-fi, and considering this is writer and director Agata Alexander's first film debut as a filmmaker (only prior experience are music videos), she did better than some seasoned filmmakers work I've seen lately. Would I recommend it? If you are into tech, sci-fi and enjoy arthouse films, absolutely. Would I see it again? Yes, especially now that I know what's going on and what to look for. It's a well deserved 8/10 from me.
/m/warning_2021	23ea7b85-3622-3630-9be2-53c3316afe36	4	Such an entertaining film. Not sure why the critics are harsh but the storyline is an interesting take on AI. The film is nicely edited too, all the mini plots led up to the final ending. I'll giving this a 4
/m/warning_2021	23ea7b85-3622-3630-9be2-53c3316afe36	0.5	I wanted to hang myself within 105 seconds with so many production companies involved. I'm sorry I tried to get through the movie. A total waste of time. As the other reviews say, there are some interesting ideas, but just an incomplete and awful POS.  Thomas Jane mumbling his way through his lines are of particular annoyance as usual as well.
/m/warning_2021	23ea7b85-3622-3630-9be2-53c3316afe36	5	If you like black mirror and sci-fi then you'll love this. It's made on an indie budget even though they got some really famous faces on here but they honestly made it work. It's a watch from me!
/m/warning_2021	23ea7b85-3622-3630-9be2-53c3316afe36	5	Impressive plot. It really does spark the topic and thoughts of the meaning of life. The editing was great too... crafted well with stories that all take place in the same universe at the same time. This isn't your typical Hollywood film so have an open mind when watching this.
/m/warning_2021	23ea7b85-3622-3630-9be2-53c3316afe36	5	If you like shows with future tech, you'll enjoy this. Plus if your not offended by jokes about religion, some parts are pleasantly hilarious to watch.  Just be warned, the thriller parts are a truly disturbing/horrific glimpses into possible futures. The ending pretty much sums up our futures, in one perfect line by the protagonist.
/m/runt_2021	579cf86e-b12b-331b-8925-8ff5654030c5	2.5	Runt (rental) is a quasi-parable about the escalating nature of violence, but an undercooked screenplay leaves it feeling like a malformed after school special.  Camron Boyce shows real talent and it is a shame that this is his last film (he died form complications of epilepsy shortly after the film was made.)
/m/runt_2021	579cf86e-b12b-331b-8925-8ff5654030c5	1.5	So many played-out first-project indie film tropes in one movie--nobody should have let Disney Channel cutie Cameron Boyce attempt something requiring authentic emotional depth.  It's surprisingly not the first writing effort of Christian van Gregg--whose only other credit is the similarly horribly-rated "Septem8er Tapes" over 15 years ago.  Redeeming qualities include the dog, a guest appearance of Marie Antoinette as Cal's mom, and the music/score (which is of noticeably higher quality/production value than most truly indie films).
/m/runt_2021	579cf86e-b12b-331b-8925-8ff5654030c5	1	The lead is far too lightweight and amateurish to carry this film.
